timestamp,src_ip,dst_ip,src_port,dst_port,proto,tcp_flags,size_bytes,label
91.89677409135072,10.0.1.29,93.184.2.10,10223,80,TCP,A,406,normal
91.96905845148996,10.0.1.28,93.184.5.10,64445,443,TCP,FA,774,normal
92.02819839721717,10.0.1.11,93.184.2.10,16211,443,TCP,PA,796,normal
92.10584352970461,10.0.1.17,93.184.1.10,34964,123,TCP,PA,834,normal
92.15067418913344,10.0.1.25,93.184.4.10,3639,53,UDP,,131,normal
92.32277135325056,10.0.1.20,93.184.1.10,35192,53,TCP,PA,579,normal
92.41009670521251,10.0.1.28,93.184.5.10,25708,53,TCP,FA,788,normal
92.44312702158715,10.0.1.28,93.184.1.10,25687,443,TCP,FA,762,normal
92.73041950278096,10.0.1.21,93.184.4.10,59165,22,TCP,S,1067,normal
92.7909609705758,10.0.1.14,93.184.4.10,6076,22,TCP,PA,473,normal
92.88899626834801,10.0.1.14,93.184.2.10,40478,53,TCP,S,511,normal
93.18518321943671,10.0.1.23,93.184.3.10,32580,53,TCP,FA,1021,normal
93.30753313241888,10.0.1.16,93.184.5.10,55639,80,TCP,S,539,normal
93.3230724594011,10.0.1.11,93.184.2.10,11583,443,TCP,S,1212,normal
93.67439954489262,10.0.1.14,93.184.1.10,61477,443,TCP,FA,1194,normal
93.79790916100947,10.0.1.10,93.184.3.10,15218,53,UDP,,105,normal
93.84888745045339,10.0.1.29,93.184.4.10,12202,53,UDP,,76,normal
93.86763455303044,10.0.1.23,93.184.5.10,39208,123,TCP,A,1086,normal
94.06513472749047,10.0.1.18,93.184.2.10,23481,80,TCP,S,510,normal
94.18610666593582,10.0.1.22,93.184.4.10,2109,443,TCP,FA,346,normal
94.28140839819196,10.0.1.29,93.184.1.10,60111,22,TCP,S,1128,normal
94.56182131450902,10.0.1.26,93.184.1.10,44237,443,TCP,S,923,normal
94.75607006622103,10.0.1.26,93.184.4.10,3870,53,TCP,FA,509,normal
94.77663148123682,10.0.1.25,93.184.4.10,53755,53,TCP,S,911,normal
94.8233268001613,10.0.1.14,93.184.3.10,16261,123,TCP,S,620,normal
94.8590355024799,10.0.1.29,93.184.5.10,13411,443,TCP,S,1223,normal
95.02933151021345,10.0.1.26,93.184.1.10,25601,53,TCP,A,686,normal
95.03359495269568,10.0.1.23,93.184.3.10,28947,53,TCP,PA,575,normal
95.13905914724394,10.0.1.27,93.184.4.10,41124,443,TCP,FA,457,normal
95.31873586172641,10.0.1.23,93.184.5.10,32643,443,TCP,PA,1185,normal
95.58044427977465,10.0.1.27,93.184.4.10,21120,22,TCP,PA,855,normal
95.6327786039678,10.0.1.14,93.184.1.10,30292,123,TCP,A,245,normal
95.84800459941042,10.0.1.16,93.184.5.10,23203,123,TCP,S,369,normal
95.86266008504776,10.0.1.22,93.184.1.10,54976,443,TCP,FA,931,normal
96.09687807969922,10.0.1.12,93.184.1.10,25327,443,TCP,S,827,normal
96.11392553351523,10.0.1.22,93.184.5.10,19798,53,TCP,S,398,normal
96.17721486241646,10.0.1.25,93.184.4.10,56766,53,TCP,PA,438,normal
96.37671553283228,10.0.1.11,93.184.5.10,46797,443,TCP,A,113,normal
96.39701825657234,10.0.1.21,93.184.2.10,64963,443,TCP,S,605,normal
96.42956738437793,10.0.1.22,93.184.3.10,27595,22,TCP,A,1100,normal
96.58969777158354,10.0.1.10,93.184.1.10,37042,53,UDP,,84,normal
96.74883479308251,10.0.1.27,93.184.5.10,64154,123,TCP,PA,503,normal
96.87694031917468,10.0.1.29,93.184.2.10,27497,22,TCP,S,574,normal
97.02494053281063,10.0.1.15,93.184.4.10,37634,443,TCP,PA,736,normal
97.12274917046008,10.0.1.13,93.184.5.10,58440,53,UDP,,116,normal
97.15900963286751,10.0.1.28,93.184.3.10,64335,80,TCP,FA,538,normal
97.21203253209167,10.0.1.20,93.184.4.10,59778,22,TCP,S,1027,normal
97.23708269140623,10.0.1.13,93.184.3.10,42551,123,TCP,A,510,normal
97.53594220882168,10.0.1.20,93.184.4.10,34873,53,UDP,,116,normal
97.64539334065125,10.0.1.10,93.184.3.10,7119,80,TCP,PA,195,normal
97.70942404808613,10.0.1.27,93.184.2.10,24193,443,TCP,PA,414,normal
97.78691248637628,10.0.1.16,93.184.4.10,16415,53,TCP,A,583,normal
98.15476545350093,10.0.1.16,93.184.2.10,17388,123,TCP,PA,359,normal
98.17557414726699,10.0.1.13,93.184.1.10,45314,53,UDP,,132,normal
98.28587972340556,10.0.1.25,93.184.5.10,57194,22,TCP,S,1027,normal
98.3740040285047,10.0.1.21,93.184.5.10,59883,22,TCP,PA,1045,normal
98.49217206825509,10.0.1.15,93.184.5.10,15579,123,TCP,A,150,normal
98.4944565908059,10.0.1.26,93.184.4.10,36463,443,TCP,PA,846,normal
98.75154328112349,10.0.1.15,93.184.4.10,46784,0,ICMP,,28,normal
99.08779184820989,10.0.1.26,93.184.4.10,1575,443,TCP,A,817,normal
99.19188128120281,10.0.1.28,93.184.1.10,41183,123,TCP,PA,423,normal
99.34099012376855,10.0.1.27,93.184.3.10,31914,22,TCP,PA,789,normal
99.66067379349926,10.0.1.15,93.184.4.10,28489,53,TCP,PA,787,normal
99.81422347517332,10.0.1.22,93.184.3.10,38471,443,TCP,A,244,normal
99.83491228881384,10.0.1.18,93.184.2.10,57143,80,TCP,A,338,normal
99.94225005754541,10.0.1.14,93.184.4.10,12598,80,TCP,FA,315,normal
100.05890266467466,10.0.1.26,93.184.5.10,52491,80,TCP,PA,553,normal
100.12788697766501,10.0.1.27,93.184.5.10,7510,53,TCP,A,162,normal
100.29457326565044,10.0.1.16,93.184.3.10,42302,443,TCP,FA,725,normal
100.63503287637076,10.0.1.18,93.184.3.10,37559,123,TCP,PA,744,normal
100.95976740300252,10.0.1.10,93.184.4.10,57867,53,TCP,A,1221,normal
101.03468794004047,10.0.1.28,93.184.5.10,52162,443,TCP,PA,705,normal
101.04971027810944,10.0.1.26,93.184.4.10,30314,443,TCP,FA,626,normal
101.57335702674953,10.0.1.24,93.184.2.10,43005,53,UDP,,91,normal
101.80157179060184,10.0.1.23,93.184.5.10,56657,443,TCP,S,371,normal
101.81821503556647,10.0.1.20,93.184.2.10,43819,443,TCP,PA,849,normal
102.13525352818688,10.0.1.18,93.184.4.10,62547,443,TCP,FA,887,normal
102.39018151959024,10.0.1.15,93.184.2.10,9218,53,UDP,,141,normal
102.48162544283632,10.0.1.17,93.184.3.10,46944,53,UDP,,143,normal
102.59346466618996,10.0.1.12,93.184.2.10,7774,443,TCP,S,1009,normal
102.65711027161609,10.0.1.27,93.184.1.10,27042,22,TCP,S,252,normal
102.66415004027151,10.0.1.18,93.184.5.10,43939,80,TCP,PA,509,normal
102.7151831510591,10.0.1.17,93.184.3.10,9308,443,TCP,A,98,normal
102.91815913994236,10.0.1.11,93.184.3.10,22336,53,UDP,,108,normal
102.91873948795066,10.0.1.24,93.184.5.10,36973,53,UDP,,104,normal
102.96945372502444,10.0.1.14,93.184.5.10,40187,80,TCP,FA,1112,normal
103.03292598688127,10.0.1.27,93.184.3.10,32589,53,UDP,,117,normal
103.12928636489676,10.0.1.17,93.184.1.10,24995,80,TCP,PA,358,normal
103.44477704941589,10.0.1.19,93.184.1.10,54460,123,TCP,A,744,normal
103.49792418827724,10.0.1.19,93.184.4.10,46097,80,TCP,FA,653,normal
103.55118749902205,10.0.1.10,93.184.4.10,40149,443,TCP,S,1162,normal
103.71837611798024,10.0.1.21,93.184.2.10,37760,80,TCP,FA,551,normal
103.79361083966678,10.0.1.15,93.184.4.10,15480,443,TCP,S,904,normal
103.82540864887963,10.0.1.17,93.184.5.10,60658,22,TCP,PA,623,normal
103.90069394270165,10.0.1.27,93.184.3.10,56957,443,TCP,A,319,normal
103.91967143294308,10.0.1.19,93.184.1.10,41507,80,TCP,PA,1047,normal
103.94392824584409,10.0.1.16,93.184.3.10,4276,22,TCP,S,420,normal
104.03016425119445,10.0.1.13,93.184.3.10,47895,80,TCP,S,516,normal
104.09802377822645,10.0.1.12,93.184.2.10,15257,443,TCP,FA,678,normal
104.40593537013305,10.0.1.25,93.184.3.10,52890,443,TCP,PA,204,normal
104.46218969301302,10.0.1.14,93.184.1.10,26741,443,TCP,FA,411,normal
104.57080249098618,10.0.1.16,93.184.3.10,55304,443,TCP,S,549,normal
104.69585133755092,10.0.1.22,93.184.4.10,3220,443,TCP,FA,232,normal
104.69749895565413,10.0.1.26,93.184.2.10,45683,443,TCP,PA,364,normal
104.83365748028362,10.0.1.11,93.184.5.10,17625,80,TCP,PA,446,normal
104.85816481030852,10.0.1.21,93.184.1.10,15296,53,UDP,,62,normal
105.26391459434258,10.0.1.17,93.184.4.10,11992,123,TCP,PA,1237,normal
105.28403295738136,10.0.1.13,93.184.4.10,1609,443,TCP,FA,357,normal
105.35097059669843,10.0.1.21,93.184.1.10,33786,443,TCP,PA,162,normal
105.36212227640475,10.0.1.11,93.184.3.10,46986,22,TCP,S,297,normal
106.0831324782986,10.0.1.25,93.184.2.10,37616,123,TCP,PA,938,normal
106.17032583650587,10.0.1.16,93.184.1.10,24496,53,TCP,A,553,normal
106.28342825201699,10.0.1.11,93.184.4.10,37660,443,TCP,FA,428,normal
106.29210725837052,10.0.1.28,93.184.2.10,22236,53,TCP,FA,603,normal
106.46537429027252,10.0.1.29,93.184.5.10,35832,443,TCP,FA,645,normal
106.49482464505381,10.0.1.18,93.184.5.10,1071,123,TCP,FA,419,normal
106.78023900215527,10.0.1.10,93.184.5.10,51881,53,UDP,,127,normal
106.80893760567537,10.0.1.17,93.184.3.10,44165,22,TCP,FA,428,normal
106.83538390940147,10.0.1.26,93.184.4.10,11125,22,TCP,PA,700,normal
106.84003820213368,10.0.1.23,93.184.3.10,35312,53,TCP,S,129,normal
106.91988642629562,10.0.1.14,93.184.2.10,14267,53,UDP,,61,normal
107.02389193925514,10.0.1.25,93.184.2.10,38445,53,TCP,FA,1043,normal
107.03238780677754,10.0.1.26,93.184.5.10,17797,443,TCP,PA,492,normal
107.21913813097733,10.0.1.29,93.184.1.10,61384,443,TCP,FA,203,normal
107.29461746226403,10.0.1.24,93.184.1.10,49748,80,TCP,PA,159,normal
107.3875121690881,10.0.1.29,93.184.3.10,49147,443,TCP,PA,199,normal
107.46015985306154,10.0.1.16,93.184.5.10,48548,443,TCP,FA,428,normal
107.52417212822091,10.0.1.16,93.184.5.10,38381,53,TCP,A,1183,normal
107.62669256036314,10.0.1.27,93.184.4.10,51243,53,TCP,PA,979,normal
107.64778043620827,10.0.1.23,93.184.1.10,12846,22,TCP,FA,1073,normal
107.67288107198435,10.0.1.20,93.184.2.10,40340,80,TCP,PA,685,normal
107.92024973802137,10.0.1.27,93.184.3.10,28047,123,TCP,FA,702,normal
108.28536370167946,10.0.1.29,93.184.2.10,15043,80,TCP,PA,777,normal
108.34377647511386,10.0.1.24,93.184.4.10,1036,53,UDP,,140,normal
108.38324289582543,10.0.1.11,93.184.3.10,34946,443,TCP,PA,53,normal
108.51234580396223,10.0.1.19,93.184.2.10,21661,443,TCP,PA,1173,normal
108.57803199991314,10.0.1.26,93.184.5.10,38485,443,TCP,S,117,normal
108.58124626850471,10.0.1.24,93.184.3.10,18390,443,TCP,A,517,normal
108.60246921891715,10.0.1.18,93.184.3.10,27225,22,TCP,A,198,normal
108.75980462639878,10.0.1.20,93.184.4.10,55137,53,TCP,S,655,normal
108.89426084918847,10.0.1.11,93.184.5.10,52150,443,TCP,PA,752,normal
108.89769458142402,10.0.1.23,93.184.4.10,8923,53,UDP,,146,normal
108.92906870315736,10.0.1.17,93.184.5.10,42566,53,UDP,,147,normal
108.96191390052623,10.0.1.22,93.184.1.10,3722,443,TCP,A,709,normal
109.10121574087971,10.0.1.26,93.184.2.10,45171,53,TCP,FA,952,normal
109.10370416354122,10.0.1.29,93.184.5.10,15578,80,TCP,PA,847,normal
109.1174461708664,10.0.1.14,93.184.2.10,32209,22,TCP,S,1162,normal
109.31857347427844,10.0.1.22,93.184.3.10,33911,80,TCP,A,316,normal
109.34315818795992,10.0.1.25,93.184.5.10,26931,53,TCP,A,1189,normal
109.47537057407499,10.0.1.29,93.184.5.10,5719,443,TCP,FA,702,normal
109.50937665185111,10.0.1.28,93.184.1.10,28128,80,TCP,PA,753,normal
109.52246915603672,10.0.1.16,93.184.3.10,43976,443,TCP,PA,386,normal
109.55729659558816,10.0.1.21,93.184.5.10,53636,80,TCP,A,942,normal
109.71743344722529,10.0.1.11,93.184.2.10,25522,443,TCP,S,270,normal
109.95941298940703,10.0.1.11,93.184.2.10,61758,53,UDP,,66,normal
110.18106936440397,10.0.1.19,93.184.1.10,53733,443,TCP,PA,961,normal
110.24433717558836,10.0.1.25,93.184.1.10,49521,22,TCP,A,457,normal
110.38219677288893,10.0.1.27,93.184.5.10,36990,80,TCP,A,77,normal
110.41087094918005,10.0.1.22,93.184.5.10,35548,53,UDP,,53,normal
110.45423764775661,10.0.1.18,93.184.2.10,14176,123,TCP,PA,148,normal
110.73756247633548,10.0.1.24,93.184.1.10,44302,443,TCP,PA,260,normal
110.73919837488502,10.0.1.10,93.184.3.10,43583,53,UDP,,97,normal
110.75037176733883,10.0.1.17,93.184.4.10,47534,443,TCP,PA,1032,normal
110.77950305236881,10.0.1.29,93.184.5.10,14057,22,TCP,FA,1188,normal
110.78286436927185,10.0.1.10,93.184.1.10,35719,443,TCP,PA,1043,normal
110.80788974468314,10.0.1.22,93.184.2.10,45871,443,TCP,PA,659,normal
110.91723583577618,10.0.1.17,93.184.5.10,5087,53,TCP,PA,832,normal
110.98563412557216,10.0.1.10,93.184.5.10,15807,53,UDP,,67,normal
111.26461700317489,10.0.1.20,93.184.4.10,6777,53,TCP,FA,1106,normal
111.47720399105232,10.0.1.29,93.184.2.10,38569,443,TCP,FA,679,normal
111.52948809169845,10.0.1.29,93.184.3.10,9659,443,TCP,A,1229,normal
111.56702887321687,10.0.1.27,93.184.2.10,21274,53,UDP,,136,normal
111.62672134923044,10.0.1.26,93.184.2.10,60596,123,TCP,A,1196,normal
111.73826106799835,10.0.1.15,93.184.3.10,35952,53,TCP,S,417,normal
111.77726878172525,10.0.1.20,93.184.2.10,51187,443,TCP,FA,882,normal
111.89958906241864,10.0.1.19,93.184.4.10,54874,53,TCP,PA,351,normal
111.96541856732861,10.0.1.16,93.184.1.10,2740,123,TCP,PA,1201,normal
112.06580198814297,10.0.1.29,93.184.2.10,16157,53,TCP,S,775,normal
112.13741766252936,10.0.1.12,93.184.4.10,56476,22,TCP,FA,805,normal
112.18101765943715,10.0.1.15,93.184.4.10,10036,443,TCP,A,503,normal
112.55167606208117,10.0.1.11,93.184.4.10,2007,443,TCP,FA,495,normal
112.73195787504775,10.0.1.16,93.184.2.10,61782,80,TCP,FA,705,normal
112.75082718731313,10.0.1.24,93.184.2.10,51894,443,TCP,FA,680,normal
113.00439030327804,10.0.1.22,93.184.5.10,38506,53,UDP,,124,normal
113.08793034448578,10.0.1.27,93.184.5.10,47168,123,TCP,S,1106,normal
113.369122780772,10.0.1.13,93.184.4.10,58549,443,TCP,A,1102,normal
113.57021208751324,10.0.1.27,93.184.4.10,3596,0,ICMP,,28,normal
113.63943166492056,10.0.1.27,93.184.4.10,42354,443,TCP,A,636,normal
113.64227236360526,10.0.1.24,93.184.4.10,51727,53,UDP,,84,normal
113.68138493207732,10.0.1.24,93.184.2.10,41206,443,TCP,A,989,normal
113.7788959015373,10.0.1.24,93.184.1.10,8440,443,TCP,A,845,normal
113.90435806802911,10.0.1.23,93.184.3.10,12746,80,TCP,A,971,normal
113.94163990302023,10.0.1.12,93.184.3.10,43529,53,TCP,A,293,normal
113.96039920537407,10.0.1.12,93.184.1.10,42578,443,TCP,S,1112,normal
114.18557259126938,10.0.1.22,93.184.5.10,11503,80,TCP,FA,129,normal
114.70565061166778,10.0.1.15,93.184.3.10,44246,123,TCP,A,372,normal
114.79888743003929,10.0.1.14,93.184.2.10,4386,80,TCP,PA,673,normal
114.82243178799679,10.0.1.24,93.184.3.10,8728,443,TCP,A,47,normal
114.86216634696291,10.0.1.29,93.184.3.10,33636,123,TCP,FA,1153,normal
114.86448658288926,10.0.1.10,93.184.5.10,16613,53,UDP,,75,normal
115.17159764885095,10.0.1.28,93.184.4.10,29982,443,TCP,S,541,normal
115.18725777933173,10.0.1.27,93.184.3.10,37563,123,TCP,A,140,normal
115.29466286294026,10.0.1.15,93.184.2.10,23897,443,TCP,A,106,normal
115.33469802901561,10.0.1.28,93.184.5.10,61342,443,TCP,S,263,normal
115.43567746844148,10.0.1.23,93.184.2.10,19661,22,TCP,A,972,normal
115.56741354768974,10.0.1.28,93.184.3.10,7127,53,UDP,,146,normal
115.78871844674254,10.0.1.19,93.184.3.10,25858,123,TCP,S,915,normal
115.81761876268061,10.0.1.27,93.184.1.10,9841,443,TCP,PA,714,normal
115.81900085388457,10.0.1.26,93.184.4.10,46625,443,TCP,S,263,normal
115.8374018627205,10.0.1.28,93.184.5.10,32721,0,ICMP,,28,normal
116.12524830382715,10.0.1.29,93.184.3.10,56585,443,TCP,PA,1116,normal
116.38407347283379,10.0.1.28,93.184.5.10,9524,22,TCP,FA,1104,normal
116.49780401160835,10.0.1.25,93.184.4.10,58935,22,TCP,A,634,normal
116.61250197642153,10.0.1.16,93.184.1.10,31490,53,TCP,S,464,normal
116.74921875509746,10.0.1.29,93.184.4.10,22899,443,TCP,A,63,normal
116.77332150867728,10.0.1.16,93.184.3.10,5469,443,TCP,PA,1077,normal
117.08059770377369,10.0.1.27,93.184.3.10,8484,53,TCP,PA,739,normal
117.14842390806697,10.0.1.22,93.184.5.10,2932,123,TCP,A,437,normal
117.20881275798295,10.0.1.20,93.184.3.10,32422,53,UDP,,108,normal
117.30027737456079,10.0.1.11,93.184.2.10,42128,80,TCP,PA,987,normal
117.30629045759729,10.0.1.23,93.184.1.10,20641,22,TCP,PA,1177,normal
117.32902317072845,10.0.1.27,93.184.1.10,45948,443,TCP,PA,175,normal
117.49646555703144,10.0.1.14,93.184.3.10,23250,80,TCP,A,1209,normal
117.50726909149043,10.0.1.29,93.184.4.10,8681,123,TCP,PA,684,normal
117.62279436886357,10.0.1.11,93.184.3.10,33598,443,TCP,PA,965,normal
117.65798187306362,10.0.1.19,93.184.2.10,12493,443,TCP,PA,116,normal
117.71962465517927,10.0.1.16,93.184.1.10,2658,123,TCP,FA,1064,normal
117.76220617917355,10.0.1.14,93.184.2.10,32708,53,TCP,PA,710,normal
117.8171497388889,10.0.1.14,93.184.1.10,62498,22,TCP,A,460,normal
117.97584523721873,10.0.1.11,93.184.4.10,57700,22,TCP,S,48,normal
118.01991667966944,10.0.1.19,93.184.1.10,39971,123,TCP,S,722,normal
118.12437212100765,10.0.1.24,93.184.1.10,51236,53,TCP,PA,86,normal
118.20516709434393,10.0.1.28,93.184.3.10,14776,443,TCP,A,434,normal
118.34137533473051,10.0.1.19,93.184.3.10,51669,80,TCP,S,598,normal
118.68661554066964,10.0.1.14,93.184.2.10,2023,22,TCP,S,463,normal
118.85147869957652,10.0.1.27,93.184.3.10,18787,443,TCP,PA,1215,normal
118.88172815123202,10.0.1.17,93.184.2.10,41214,443,TCP,FA,143,normal
118.88568811108506,10.0.1.14,93.184.1.10,45293,443,TCP,S,825,normal
118.92370927383575,10.0.1.11,93.184.1.10,12753,53,TCP,FA,768,normal
119.0367168553199,10.0.1.19,93.184.3.10,47744,123,TCP,S,993,normal
119.04331626508237,10.0.1.28,93.184.2.10,53606,53,TCP,FA,239,normal
119.12905450958564,10.0.1.24,93.184.3.10,47568,123,TCP,FA,1003,normal
119.24260811458409,10.0.1.17,93.184.2.10,59724,22,TCP,PA,784,normal
119.29346209932635,10.0.1.22,93.184.2.10,44617,443,TCP,PA,968,normal
119.4776683442197,10.0.1.25,93.184.1.10,8422,443,TCP,FA,984,normal
119.49175820856527,10.0.1.15,93.184.3.10,40636,22,TCP,A,1080,normal
119.5015220217893,10.0.1.13,93.184.4.10,53240,443,TCP,PA,1178,normal
119.66435294806635,10.0.1.12,93.184.3.10,27291,22,TCP,FA,528,normal
119.74987422639923,10.0.1.29,93.184.2.10,64848,80,TCP,FA,175,normal
119.89562955836587,10.0.1.20,93.184.2.10,39753,80,TCP,FA,1201,normal
119.96695755825698,10.0.1.20,93.184.5.10,12367,53,TCP,S,1215,normal
120.00231958997679,10.0.1.25,93.184.1.10,31361,443,TCP,S,951,normal
120.21604755229819,10.0.1.15,93.184.3.10,5585,53,UDP,,124,normal
120.41686274779322,10.0.1.13,93.184.5.10,25856,443,TCP,FA,165,normal
120.56516885025685,10.0.1.12,93.184.2.10,59171,22,TCP,S,340,normal
120.60487555213035,10.0.1.14,93.184.4.10,26581,22,TCP,FA,440,normal
120.71639566209579,10.0.1.16,93.184.3.10,53082,53,TCP,PA,930,normal
120.77237190904327,10.0.1.21,93.184.1.10,41098,22,TCP,FA,301,normal
120.78437825086911,10.0.1.19,93.184.1.10,36995,443,TCP,S,1186,normal
121.09596573131131,10.0.1.21,93.184.1.10,57757,53,UDP,,51,normal
121.11435703741375,10.0.1.17,93.184.4.10,26862,53,TCP,PA,823,normal
121.48941836905409,10.0.1.22,93.184.4.10,14866,53,TCP,A,1012,normal
121.56324349565296,10.0.1.14,93.184.2.10,56292,443,TCP,FA,355,normal
121.58883478089214,10.0.1.19,93.184.2.10,5725,53,TCP,S,334,normal
121.6864185116611,10.0.1.25,93.184.4.10,9922,0,ICMP,,28,normal
121.94431123594636,10.0.1.12,93.184.2.10,28277,123,TCP,FA,911,normal
122.10901220833767,10.0.1.29,93.184.2.10,28819,22,TCP,FA,827,normal
122.3143614365969,10.0.1.21,93.184.2.10,40645,443,TCP,FA,524,normal
122.4487661509932,10.0.1.26,93.184.3.10,36817,22,TCP,PA,108,normal
122.59608538051089,10.0.1.11,93.184.5.10,25179,443,TCP,FA,203,normal
122.83255687901718,10.0.1.14,93.184.5.10,65489,0,ICMP,,28,normal
122.86846181845969,10.0.1.18,93.184.4.10,35322,22,TCP,S,542,normal
122.9524890267311,10.0.1.25,93.184.1.10,36360,123,TCP,PA,148,normal
122.98374066786937,10.0.1.20,93.184.5.10,31751,80,TCP,FA,1215,normal
123.53318547004504,10.0.1.20,93.184.4.10,65102,123,TCP,PA,632,normal
123.8936184434601,10.0.1.15,93.184.1.10,40190,53,TCP,PA,1194,normal
123.89864658111077,10.0.1.18,93.184.1.10,38913,443,TCP,S,637,normal
124.05148802651023,10.0.1.29,93.184.1.10,6431,443,TCP,S,609,normal
124.37568597119463,10.0.1.18,93.184.2.10,19060,123,TCP,PA,69,normal
124.40058007436811,10.0.1.13,93.184.5.10,39806,53,TCP,A,954,normal
124.50548043907385,10.0.1.21,93.184.2.10,46949,443,TCP,FA,410,normal
124.81433859708955,10.0.1.26,93.184.1.10,6555,443,TCP,A,1055,normal
124.81865553753258,10.0.1.23,93.184.4.10,29871,53,TCP,A,471,normal
124.96808184464419,10.0.1.28,93.184.3.10,18351,123,TCP,S,147,normal
125.01219371523734,10.0.1.15,93.184.4.10,20774,80,TCP,A,817,normal
125.33497479915681,10.0.1.22,93.184.4.10,35787,123,TCP,FA,64,normal
125.77778353948459,10.0.1.19,93.184.4.10,21712,22,TCP,S,239,normal
126.1386802496397,10.0.1.27,93.184.3.10,29321,53,UDP,,126,normal
126.21903792528951,10.0.1.18,93.184.3.10,53604,443,TCP,PA,1236,normal
126.46663926363144,10.0.1.22,93.184.4.10,50116,443,TCP,A,1104,normal
126.69931767279382,10.0.1.20,93.184.2.10,1717,53,TCP,S,179,normal
126.74736023798377,10.0.1.10,93.184.4.10,7833,53,TCP,FA,759,normal
126.9680599306581,10.0.1.17,93.184.3.10,3254,443,TCP,S,156,normal
126.97277365506672,10.0.1.29,93.184.2.10,42841,53,UDP,,63,normal
127.0861497351027,10.0.1.13,93.184.1.10,9537,53,UDP,,96,normal
127.11882176525235,10.0.1.28,93.184.2.10,46614,53,UDP,,71,normal
127.1348814861863,10.0.1.18,93.184.3.10,62377,443,TCP,FA,606,normal
127.14489090409936,10.0.1.23,93.184.3.10,52190,443,TCP,PA,167,normal
127.29385064781039,10.0.1.22,93.184.4.10,4960,443,TCP,PA,404,normal
127.34576639944396,10.0.1.24,93.184.1.10,61879,443,TCP,FA,405,normal
127.5070334540965,10.0.1.25,93.184.1.10,51402,80,TCP,A,257,normal
127.51548219603268,10.0.1.24,93.184.3.10,5802,443,TCP,PA,953,normal
127.56282724370989,10.0.1.10,93.184.4.10,42989,443,TCP,S,839,normal
127.65975518300989,10.0.1.18,93.184.2.10,60309,80,TCP,S,1095,normal
127.85526734967713,10.0.1.25,93.184.4.10,56339,53,TCP,S,1146,normal
127.90324605055716,10.0.1.17,93.184.1.10,46195,123,TCP,FA,288,normal
128.02614718635743,10.0.1.28,93.184.5.10,24546,53,UDP,,90,normal
128.29756739369796,10.0.1.19,93.184.4.10,63861,53,TCP,S,788,normal
128.41716195733198,10.0.1.27,93.184.3.10,31146,123,TCP,PA,455,normal
128.4503139127027,10.0.1.15,93.184.5.10,26200,53,TCP,A,652,normal
128.45340183942074,10.0.1.22,93.184.1.10,24568,80,TCP,S,936,normal
128.7085245502175,10.0.1.16,93.184.2.10,2686,53,TCP,A,1041,normal
128.71121190823754,10.0.1.22,93.184.1.10,43190,443,TCP,FA,1133,normal
128.97084412906307,10.0.1.24,93.184.1.10,4697,443,TCP,S,870,normal
129.06493959412177,10.0.1.13,93.184.2.10,44757,22,TCP,FA,1138,normal
129.41468857447086,10.0.1.14,93.184.5.10,5744,443,TCP,A,1041,normal
129.61511013984875,10.0.1.10,93.184.4.10,41549,53,UDP,,53,normal
130.38788444120468,10.0.1.17,93.184.2.10,42486,443,TCP,PA,239,normal
130.4418692683107,10.0.1.24,93.184.5.10,39758,443,TCP,S,273,normal
130.62405992569964,10.0.1.25,93.184.5.10,15479,443,TCP,A,912,normal
130.6883160510275,10.0.1.20,93.184.4.10,64977,53,TCP,A,698,normal
130.77002696406313,10.0.1.16,93.184.1.10,23011,443,TCP,S,600,normal
130.89346857751664,10.0.1.14,93.184.4.10,25267,22,TCP,A,938,normal
131.1520828355207,10.0.1.17,93.184.5.10,7575,123,TCP,FA,363,normal
131.66963246512586,10.0.1.10,93.184.4.10,1497,443,TCP,S,621,normal
131.85240710391827,10.0.1.23,93.184.4.10,14534,443,TCP,PA,1111,normal
131.92001762811717,10.0.1.24,93.184.4.10,12463,22,TCP,S,408,normal
131.98840132509454,10.0.1.25,93.184.5.10,42127,53,UDP,,148,normal
132.15562854709125,10.0.1.19,93.184.3.10,37574,443,TCP,A,280,normal
132.1897321870987,10.0.1.26,93.184.1.10,57563,123,TCP,A,990,normal
132.2043655207963,10.0.1.16,93.184.3.10,8408,123,TCP,A,1011,normal
132.25910543724555,10.0.1.25,93.184.2.10,61492,443,TCP,S,785,normal
132.30143157554778,10.0.1.19,93.184.2.10,22932,22,TCP,FA,128,normal
132.34535841176432,10.0.1.13,93.184.1.10,12550,53,UDP,,68,normal
132.37861605750925,10.0.1.10,93.184.4.10,5667,443,TCP,FA,1227,normal
132.3839916551264,10.0.1.20,93.184.4.10,45382,443,TCP,A,265,normal
132.3862461054804,10.0.1.20,93.184.2.10,49373,80,TCP,A,809,normal
132.93624335286944,10.0.1.17,93.184.1.10,32770,443,TCP,FA,336,normal
133.00602082123095,10.0.1.16,93.184.5.10,26408,443,TCP,A,977,normal
133.06665066216286,10.0.1.16,93.184.3.10,14276,0,ICMP,,28,normal
133.20894224324115,10.0.1.20,93.184.2.10,38292,443,TCP,PA,319,normal
133.23972040023378,10.0.1.13,93.184.4.10,12243,123,TCP,PA,490,normal
133.61408993195124,10.0.1.19,93.184.5.10,53096,53,TCP,A,1223,normal
133.8070140296857,10.0.1.27,93.184.2.10,57186,22,TCP,FA,483,normal
