window,window_start_s,packet_count,mean_pkt_size,var_pkt_size,total_bytes,unique_dst_ports,unique_src_dst_pairs,tcp_ratio,udp_ratio,icmp_ratio,syn_ratio,ground_truth
254,254.0,7,674.7142857142857,138920.20408163266,4723,3,7,1.0,0.0,0.0,0.14285714285714285,normal
255,255.0,9,491.44444444444446,121356.46913580247,4423,5,9,0.7777777777777778,0.2222222222222222,0.0,0.0,normal
256,256.0,11,677.5454545454545,145953.88429752068,7453,4,11,1.0,0.0,0.0,0.18181818181818182,normal
257,257.0,6,402.0,74497.66666666667,2412,4,6,0.8333333333333334,0.16666666666666666,0.0,0.0,normal
258,258.0,12,562.5833333333334,129035.07638888889,6751,6,11,0.9166666666666666,0.0,0.08333333333333333,0.25,normal
259,259.0,7,391.85714285714283,80169.55102040817,2743,3,6,1.0,0.0,0.0,0.14285714285714285,normal
260,260.0,5,785.8,139649.36000000002,3929,3,5,0.8,0.2,0.0,0.4,normal
261,261.0,8,450.75,69423.9375,3606,4,7,1.0,0.0,0.0,0.25,normal
262,262.0,7,529.4285714285714,49431.102040816324,3706,3,7,1.0,0.0,0.0,0.2857142857142857,normal
263,263.0,8,607.25,168229.4375,4858,3,8,0.75,0.25,0.0,0.375,normal
264,264.0,3,722.6666666666666,104718.22222222223,2168,2,3,1.0,0.0,0.0,0.3333333333333333,normal
265,265.0,10,449.0,142254.0,4490,3,10,0.7,0.2,0.1,0.0,normal
266,266.0,5,541.6,134844.24,2708,4,5,0.8,0.2,0.0,0.2,normal
267,267.0,8,602.75,173883.4375,4822,6,8,0.75,0.125,0.125,0.25,normal
268,268.0,7,674.4285714285714,62970.5306122449,4721,5,7,1.0,0.0,0.0,0.14285714285714285,normal
269,269.0,9,779.8888888888889,149620.987654321,7019,4,9,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,normal
270,270.0,11,723.3636363636364,67745.86776859505,7957,4,11,1.0,0.0,0.0,0.18181818181818182,normal
271,271.0,6,257.6666666666667,116927.22222222219,1546,3,5,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,normal
272,272.0,10,580.9,142177.09000000003,5809,5,10,0.9,0.1,0.0,0.4,normal
273,273.0,10,789.0,117035.2,7890,5,9,1.0,0.0,0.0,0.0,normal
274,274.0,5,716.2,45989.76,3581,2,4,1.0,0.0,0.0,0.2,normal
275,275.0,8,544.75,71228.4375,4358,3,8,1.0,0.0,0.0,0.25,normal
276,276.0,7,396.7142857142857,162783.34693877547,2777,3,7,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,normal
277,277.0,6,881.3333333333334,154459.55555555553,5288,4,6,0.8333333333333334,0.16666666666666666,0.0,0.5,normal
278,278.0,5,572.8,290305.36,2864,3,5,1.0,0.0,0.0,0.0,normal
279,279.0,14,493.2142857142857,121128.3112244898,6905,3,13,0.7142857142857143,0.2857142857142857,0.0,0.21428571428571427,normal
280,280.0,6,389.3333333333333,92994.2222222222,2336,4,5,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,normal
281,281.0,7,613.7142857142857,181167.6326530612,4296,4,7,0.8571428571428571,0.14285714285714285,0.0,0.5714285714285714,normal
282,282.0,8,560.625,154368.484375,4485,4,8,0.75,0.0,0.25,0.125,normal
283,283.0,4,362.5,183610.25,1450,4,4,0.75,0.0,0.25,0.0,normal
284,284.0,9,588.0,169558.66666666666,5292,4,9,0.7777777777777778,0.2222222222222222,0.0,0.2222222222222222,normal
285,285.0,10,407.9,90012.29000000001,4079,3,10,0.9,0.1,0.0,0.3,normal
286,286.0,12,692.9166666666666,139963.74305555553,8315,5,12,0.9166666666666666,0.08333333333333333,0.0,0.25,normal
287,287.0,14,497.7857142857143,154976.88265306124,6969,6,14,0.7857142857142857,0.07142857142857142,0.14285714285714285,0.0,normal
288,288.0,9,786.4444444444445,146348.6913580247,7078,4,9,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,normal
289,289.0,5,608.0,158190.4,3040,1,5,1.0,0.0,0.0,0.2,normal
290,290.0,8,589.375,87739.484375,4715,3,8,0.875,0.125,0.0,0.375,normal
291,291.0,6,307.6666666666667,101501.22222222223,1846,3,6,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,normal
292,292.0,16,482.625,130769.734375,7722,4,16,0.6875,0.25,0.0625,0.1875,normal
293,293.0,7,373.42857142857144,106109.95918367346,2614,4,6,0.7142857142857143,0.2857142857142857,0.0,0.42857142857142855,normal
294,294.0,7,599.4285714285714,164801.1020408163,4196,3,7,0.7142857142857143,0.2857142857142857,0.0,0.2857142857142857,normal
295,295.0,13,529.6923076923077,150228.9822485207,6886,5,13,0.9230769230769231,0.07692307692307693,0.0,0.3076923076923077,normal
296,296.0,8,454.75,174785.1875,3638,3,8,0.75,0.25,0.0,0.125,normal
297,297.0,6,633.3333333333334,115410.2222222222,3800,5,6,0.8333333333333334,0.16666666666666666,0.0,0.0,normal
298,298.0,11,466.09090909090907,169298.99173553722,5127,5,11,0.7272727272727273,0.2727272727272727,0.0,0.18181818181818182,normal
299,299.0,12,564.0,192162.33333333334,6768,5,12,0.6666666666666666,0.25,0.08333333333333333,0.08333333333333333,normal
300,300.0,80,40.0,0.0,3200,80,1,1.0,0.0,0.0,1.0,port_scan
301,301.0,80,40.0,0.0,3200,80,1,1.0,0.0,0.0,1.0,port_scan
302,302.0,80,40.0,0.0,3200,80,1,1.0,0.0,0.0,1.0,port_scan
303,303.0,80,40.0,0.0,3200,80,1,1.0,0.0,0.0,1.0,port_scan
304,304.0,80,40.0,0.0,3200,80,1,1.0,0.0,0.0,1.0,port_scan
305,305.0,13,671.4615384615385,124287.94082840238,8729,5,11,1.0,0.0,0.0,0.15384615384615385,normal
306,306.0,6,392.1666666666667,83507.13888888889,2353,5,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,normal
307,307.0,4,142.0,5995.0,568,3,3,0.5,0.5,0.0,0.0,normal
308,308.0,9,526.7777777777778,192508.83950617284,4741,4,9,0.8888888888888888,0.1111111111111111,0.0,0.3333333333333333,normal
309,309.0,10,513.3,139512.81,5133,4,10,0.7,0.3,0.0,0.1,normal
310,310.0,9,585.8888888888889,116869.20987654322,5273,5,9,1.0,0.0,0.0,0.3333333333333333,normal
311,311.0,4,894.25,26047.1875,3577,3,4,1.0,0.0,0.0,0.25,normal
312,312.0,8,782.25,119006.4375,6258,5,8,0.875,0.125,0.0,0.5,normal
313,313.0,7,720.7142857142857,106063.06122448981,5045,4,7,1.0,0.0,0.0,0.2857142857142857,normal
314,314.0,6,644.8333333333334,153159.80555555556,3869,3,6,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,normal
315,315.0,7,749.7142857142857,79491.91836734694,5248,5,7,1.0,0.0,0.0,0.2857142857142857,normal
316,316.0,6,725.1666666666666,107572.13888888888,4351,3,6,1.0,0.0,0.0,0.3333333333333333,normal
317,317.0,5,414.8,136789.36000000002,2074,2,5,0.6,0.4,0.0,0.0,normal
318,318.0,8,670.625,145468.734375,5365,6,7,0.875,0.0,0.125,0.125,normal
319,319.0,7,333.57142857142856,136997.67346938775,2335,4,7,0.8571428571428571,0.0,0.14285714285714285,0.2857142857142857,normal
320,320.0,9,564.4444444444445,134654.46913580247,5080,5,9,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.0,normal
321,321.0,3,984.0,94660.66666666667,2952,2,3,1.0,0.0,0.0,0.3333333333333333,normal
322,322.0,8,496.0,92246.5,3968,3,8,1.0,0.0,0.0,0.125,normal
323,323.0,7,411.85714285714283,54683.551020408166,2883,3,7,0.7142857142857143,0.2857142857142857,0.0,0.2857142857142857,normal
324,324.0,10,436.8,138165.36,4368,4,10,0.8,0.2,0.0,0.1,normal
325,325.0,12,432.5,87342.91666666667,5190,4,12,1.0,0.0,0.0,0.25,normal
326,326.0,6,532.5,189941.25,3195,4,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,normal
327,327.0,7,529.8571428571429,100300.40816326531,3709,4,7,0.7142857142857143,0.2857142857142857,0.0,0.0,normal
328,328.0,9,504.6666666666667,141987.55555555553,4542,2,9,0.6666666666666666,0.3333333333333333,0.0,0.1111111111111111,normal
329,329.0,9,567.0,147523.33333333334,5103,4,8,0.8888888888888888,0.1111111111111111,0.0,0.3333333333333333,normal
330,330.0,43,1467.6976744186047,349.2806922660899,63111,1,1,1.0,0.0,0.0,0.0,exfiltration
331,331.0,52,1470.3653846153845,316.7318786982247,76459,1,1,1.0,0.0,0.0,0.0,exfiltration
332,332.0,40,1469.625,335.134375,58785,1,1,1.0,0.0,0.0,0.0,exfiltration
333,333.0,41,1469.9512195121952,314.0464009518143,60268,1,1,1.0,0.0,0.0,0.0,exfiltration
334,334.0,27,1475.4814814814815,298.545953360768,39838,1,1,1.0,0.0,0.0,0.0,exfiltration
335,335.0,36,1467.4444444444443,297.30246913580254,52828,1,1,1.0,0.0,0.0,0.0,exfiltration
336,336.0,40,1467.85,336.3274999999998,58714,1,1,1.0,0.0,0.0,0.0,exfiltration
337,337.0,44,1467.9318181818182,269.97262396694225,64589,1,1,1.0,0.0,0.0,0.0,exfiltration
338,338.0,35,1463.7714285714285,240.4620408163266,51232,1,1,1.0,0.0,0.0,0.0,exfiltration
339,339.0,33,1470.6666666666667,310.3434343434343,48532,1,1,1.0,0.0,0.0,0.0,exfiltration
340,340.0,47,1468.659574468085,244.2245359891354,69027,1,1,1.0,0.0,0.0,0.0,exfiltration
341,341.0,42,1466.5,335.5357142857143,61593,1,1,1.0,0.0,0.0,0.0,exfiltration
342,342.0,46,1465.5,319.4673913043478,67413,1,1,1.0,0.0,0.0,0.0,exfiltration
343,343.0,38,1474.0263157894738,313.49930747922434,56013,1,1,1.0,0.0,0.0,0.0,exfiltration
344,344.0,42,1469.0714285714287,340.92346938775495,61701,1,1,1.0,0.0,0.0,0.0,exfiltration
345,345.0,10,307.9,73038.29000000001,3079,4,9,0.7,0.2,0.1,0.4,normal
346,346.0,15,641.2666666666667,122499.92888888888,9619,5,14,0.8,0.2,0.0,0.13333333333333333,normal
347,347.0,10,532.1,33777.49,5321,5,10,1.0,0.0,0.0,0.3,normal
348,348.0,9,420.77777777777777,155164.83950617284,3787,4,9,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.1111111111111111,normal
349,349.0,12,620.3333333333334,103306.88888888888,7444,5,11,1.0,0.0,0.0,0.25,normal
350,350.0,12,632.5833333333334,146033.24305555556,7591,4,12,0.9166666666666666,0.08333333333333333,0.0,0.3333333333333333,normal
351,351.0,6,701.0,220234.66666666666,4206,4,6,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,normal
352,352.0,8,518.5,125098.25,4148,4,8,0.75,0.25,0.0,0.125,normal
353,353.0,6,608.5,81074.58333333333,3651,3,6,1.0,0.0,0.0,0.3333333333333333,normal
354,354.0,7,529.5714285714286,184557.38775510204,3707,4,7,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.14285714285714285,normal
355,355.0,10,489.5,116634.85,4895,3,10,0.7,0.3,0.0,0.2,normal
356,356.0,11,362.8181818181818,110797.96694214879,3991,5,10,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.18181818181818182,normal
357,357.0,7,567.5714285714286,139267.38775510204,3973,4,6,0.8571428571428571,0.14285714285714285,0.0,0.2857142857142857,normal
358,358.0,7,668.4285714285714,168075.387755102,4679,3,6,0.8571428571428571,0.14285714285714285,0.0,0.14285714285714285,normal
359,359.0,6,413.3333333333333,186358.5555555556,2480,4,6,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,normal
360,360.0,12,765.0,137216.0,9180,4,11,0.9166666666666666,0.08333333333333333,0.0,0.08333333333333333,normal
361,361.0,9,544.4444444444445,133779.1358024691,4900,4,8,0.6666666666666666,0.3333333333333333,0.0,0.2222222222222222,normal
362,362.0,10,486.0,160670.4,4860,5,9,0.6,0.4,0.0,0.3,normal
363,363.0,12,718.8333333333334,182386.47222222222,8626,4,11,0.8333333333333334,0.16666666666666666,0.0,0.25,normal
364,364.0,7,567.5714285714286,137863.95918367346,3973,3,7,0.7142857142857143,0.2857142857142857,0.0,0.0,normal
365,365.0,3,693.6666666666666,104720.22222222223,2081,2,3,1.0,0.0,0.0,1.0,normal
366,366.0,7,707.1428571428571,106532.40816326531,4950,5,7,0.8571428571428571,0.14285714285714285,0.0,0.14285714285714285,normal
367,367.0,3,483.6666666666667,97229.55555555556,1451,2,3,0.6666666666666666,0.3333333333333333,0.0,0.0,normal
368,368.0,2,722.0,3844.0,1444,1,2,1.0,0.0,0.0,0.5,normal
369,369.0,14,492.2857142857143,119057.48979591836,6892,4,13,0.7857142857142857,0.21428571428571427,0.0,0.2857142857142857,normal
370,370.0,7,423.2857142857143,154614.77551020408,2963,5,6,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285,normal
371,371.0,4,426.75,68177.1875,1707,3,4,1.0,0.0,0.0,0.5,normal
372,372.0,7,585.7142857142857,147483.34693877553,4100,3,7,0.8571428571428571,0.14285714285714285,0.0,0.2857142857142857,normal
373,373.0,4,380.25,122013.6875,1521,3,4,1.0,0.0,0.0,0.0,normal
374,374.0,5,369.4,181037.03999999998,1847,3,5,0.6,0.2,0.2,0.0,normal
375,375.0,9,565.0,136961.55555555556,5085,5,9,0.8888888888888888,0.1111111111111111,0.0,0.2222222222222222,normal
376,376.0,10,671.9,145646.69,6719,2,10,1.0,0.0,0.0,0.5,normal
377,377.0,7,415.57142857142856,141480.81632653062,2909,4,7,0.8571428571428571,0.14285714285714285,0.0,0.2857142857142857,normal
378,378.0,7,722.1428571428571,170110.97959183675,5055,4,7,1.0,0.0,0.0,0.0,normal
379,379.0,11,586.8181818181819,204235.6033057851,6455,4,11,0.8181818181818182,0.0,0.18181818181818182,0.18181818181818182,normal
380,380.0,5,630.6,191780.24,3153,4,5,0.8,0.2,0.0,0.2,normal
381,381.0,5,737.8,129041.36000000002,3689,3,5,1.0,0.0,0.0,0.2,normal
382,382.0,4,328.5,68955.25,1314,3,4,0.5,0.5,0.0,0.0,normal
383,383.0,7,796.1428571428571,71742.40816326531,5573,5,7,1.0,0.0,0.0,0.2857142857142857,normal
384,384.0,9,271.0,95268.88888888889,2439,5,9,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.2222222222222222,normal
385,385.0,6,733.6666666666666,113580.55555555555,4402,5,6,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,normal
386,386.0,13,613.6153846153846,172504.54437869828,7977,6,12,0.9230769230769231,0.0,0.07692307692307693,0.23076923076923078,normal
387,387.0,11,660.0,129716.90909090909,7260,4,11,1.0,0.0,0.0,0.18181818181818182,normal
388,388.0,13,566.1538461538462,187867.20710059174,7360,5,12,0.7692307692307693,0.07692307692307693,0.15384615384615385,0.15384615384615385,normal
389,389.0,7,361.0,97702.57142857143,2527,3,7,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,normal
390,390.0,4,824.0,38436.5,3296,3,4,1.0,0.0,0.0,0.5,normal
391,391.0,8,292.625,95434.484375,2341,4,7,0.875,0.125,0.0,0.125,normal
392,392.0,10,723.4,175409.84,7234,5,10,0.8,0.1,0.1,0.0,normal
393,393.0,13,661.2307692307693,140351.8698224852,8596,5,13,0.9230769230769231,0.07692307692307693,0.0,0.23076923076923078,normal
394,394.0,6,689.5,201241.58333333334,4137,3,6,1.0,0.0,0.0,0.5,normal
395,395.0,9,686.6666666666666,125203.33333333333,6180,4,9,1.0,0.0,0.0,0.2222222222222222,normal
396,396.0,8,322.75,146070.9375,2582,4,8,0.625,0.375,0.0,0.125,normal
397,397.0,11,643.0,151821.81818181818,7073,5,11,1.0,0.0,0.0,0.36363636363636365,normal
398,398.0,8,577.5,62412.75,4620,3,8,1.0,0.0,0.0,0.25,normal
399,399.0,3,341.0,131456.0,1023,3,3,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,normal
400,400.0,12,413.0,97049.83333333333,4956,5,11,0.75,0.16666666666666666,0.08333333333333333,0.16666666666666666,normal
401,401.0,14,412.7857142857143,182918.02551020408,5779,5,14,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.21428571428571427,normal
402,402.0,8,458.75,138758.4375,3670,5,8,0.75,0.125,0.125,0.375,normal
403,403.0,10,562.8,89142.56,5628,5,10,0.9,0.1,0.0,0.4,normal
404,404.0,6,553.3333333333334,125413.88888888888,3320,3,5,1.0,0.0,0.0,0.5,normal
405,405.0,4,294.75,30615.6875,1179,3,4,1.0,0.0,0.0,0.25,normal
406,406.0,8,573.5,112843.25,4588,3,8,1.0,0.0,0.0,0.25,normal
407,407.0,7,658.8571428571429,137484.97959183675,4612,3,7,1.0,0.0,0.0,0.42857142857142855,normal
408,408.0,9,613.5555555555555,138798.46913580247,5522,3,8,1.0,0.0,0.0,0.3333333333333333,normal
409,409.0,7,368.42857142857144,183527.10204081633,2579,2,7,0.5714285714285714,0.42857142857142855,0.0,0.0,normal
410,410.0,8,373.375,152390.234375,2987,3,7,0.375,0.375,0.25,0.0,normal
411,411.0,6,425.1666666666667,43444.13888888889,2551,4,6,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,normal
412,412.0,11,483.1818181818182,141605.4214876033,5315,3,11,0.7272727272727273,0.2727272727272727,0.0,0.18181818181818182,normal
413,413.0,11,377.72727272727275,58766.01652892562,4155,4,11,0.8181818181818182,0.18181818181818182,0.0,0.45454545454545453,normal
414,414.0,6,452.1666666666667,135628.80555555553,2713,5,6,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,normal
415,415.0,9,443.0,135002.0,3987,5,9,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.0,normal
416,416.0,8,561.875,101148.359375,4495,3,8,0.75,0.25,0.0,0.375,normal
417,417.0,7,532.5714285714286,183024.5306122449,3728,5,7,0.7142857142857143,0.0,0.2857142857142857,0.42857142857142855,normal
418,418.0,7,602.4285714285714,142336.2448979592,4217,3,7,0.8571428571428571,0.14285714285714285,0.0,0.14285714285714285,normal
419,419.0,9,668.8888888888889,155980.987654321,6020,4,8,0.8888888888888888,0.1111111111111111,0.0,0.2222222222222222,normal
420,420.0,12,619.0,71115.0,7428,5,11,1.0,0.0,0.0,0.25,normal
421,421.0,7,556.2857142857143,136351.0612244898,3894,4,7,0.8571428571428571,0.14285714285714285,0.0,0.14285714285714285,normal
422,422.0,8,422.625,133673.984375,3381,5,8,0.75,0.125,0.125,0.25,normal
423,423.0,7,575.5714285714286,204906.53061224488,4029,4,5,0.8571428571428571,0.14285714285714285,0.0,0.14285714285714285,normal
424,424.0,10,352.5,85310.65,3525,4,10,0.8,0.1,0.1,0.1,normal
425,425.0,14,556.1428571428571,120131.97959183672,7786,4,14,0.8571428571428571,0.14285714285714285,0.0,0.14285714285714285,normal
426,426.0,7,520.0,181620.0,3640,4,7,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.42857142857142855,normal
427,427.0,4,526.75,74935.6875,2107,3,4,0.75,0.25,0.0,0.25,normal
428,428.0,7,522.5714285714286,90546.81632653062,3658,4,7,0.8571428571428571,0.14285714285714285,0.0,0.14285714285714285,normal
429,429.0,7,669.5714285714286,168589.95918367343,4687,5,7,0.8571428571428571,0.14285714285714285,0.0,0.0,normal
430,430.0,11,652.9090909090909,164796.62809917354,7182,4,11,1.0,0.0,0.0,0.09090909090909091,normal
431,431.0,5,388.8,48783.759999999995,1944,3,5,0.8,0.2,0.0,0.4,normal
432,432.0,6,510.6666666666667,150495.22222222222,3064,3,6,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,normal
433,433.0,6,603.0,165089.66666666666,3618,2,6,1.0,0.0,0.0,0.3333333333333333,normal
434,434.0,11,615.6363636363636,119581.14049586779,6772,4,11,0.8181818181818182,0.18181818181818182,0.0,0.2727272727272727,normal
435,435.0,11,714.4545454545455,166525.15702479339,7859,5,10,0.9090909090909091,0.09090909090909091,0.0,0.36363636363636365,normal
436,436.0,5,408.4,163223.44,2042,4,4,0.8,0.2,0.0,0.2,normal
437,437.0,13,432.2307692307692,172452.6390532544,5619,5,11,1.0,0.0,0.0,0.3076923076923077,normal
438,438.0,9,527.5555555555555,108325.58024691357,4748,4,8,0.8888888888888888,0.1111111111111111,0.0,0.0,normal
439,439.0,6,757.3333333333334,129355.2222222222,4544,3,6,1.0,0.0,0.0,0.3333333333333333,normal
440,440.0,13,472.6923076923077,106589.13609467456,6145,4,12,0.8461538461538461,0.15384615384615385,0.0,0.15384615384615385,normal
441,441.0,14,392.7857142857143,80809.0255102041,5499,6,13,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.14285714285714285,normal
442,442.0,8,636.875,148696.859375,5095,4,7,0.875,0.0,0.125,0.25,normal
443,443.0,8,494.75,167059.6875,3958,2,6,1.0,0.0,0.0,0.375,normal
444,444.0,7,492.2857142857143,107543.63265306126,3446,4,7,0.8571428571428571,0.0,0.14285714285714285,0.14285714285714285,normal
445,445.0,2,568.5,124256.25,1137,2,2,1.0,0.0,0.0,0.0,normal
446,446.0,8,583.5,149972.25,4668,4,8,0.75,0.25,0.0,0.5,normal
447,447.0,7,476.57142857142856,111665.95918367348,3336,6,7,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.2857142857142857,normal
448,448.0,7,584.4285714285714,197108.53061224488,4091,4,7,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.42857142857142855,normal
449,449.0,5,696.6,184327.84000000003,3483,4,5,1.0,0.0,0.0,0.4,normal
450,450.0,6,572.5,87458.91666666667,3435,3,6,1.0,0.0,0.0,0.16666666666666666,normal
451,451.0,10,531.6,113117.84000000001,5316,4,10,1.0,0.0,0.0,0.1,normal
452,452.0,10,683.8,163362.56,6838,6,10,0.8,0.1,0.1,0.1,normal
453,453.0,14,548.4285714285714,137874.38775510204,7678,5,13,0.8571428571428571,0.14285714285714285,0.0,0.21428571428571427,normal
454,454.0,6,753.8333333333334,111599.80555555556,4523,5,6,1.0,0.0,0.0,0.16666666666666666,normal
455,455.0,11,353.8181818181818,125747.42148760332,3892,5,10,0.9090909090909091,0.09090909090909091,0.0,0.2727272727272727,normal
456,456.0,6,508.6666666666667,70311.55555555556,3052,5,6,1.0,0.0,0.0,0.5,normal
457,457.0,10,513.7,205111.41,5137,4,9,0.7,0.3,0.0,0.3,normal
458,458.0,8,586.75,181298.4375,4694,4,8,1.0,0.0,0.0,0.125,normal
459,459.0,12,515.25,149371.85416666666,6183,4,12,0.75,0.08333333333333333,0.16666666666666666,0.16666666666666666,normal
460,460.0,9,610.2222222222222,168577.50617283952,5492,5,9,0.8888888888888888,0.0,0.1111111111111111,0.2222222222222222,normal
461,461.0,8,366.125,120196.859375,2929,5,7,0.875,0.0,0.125,0.375,normal
462,462.0,3,183.66666666666666,4829.555555555556,551,2,3,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,normal
463,463.0,12,677.25,186478.6875,8127,5,11,0.75,0.25,0.0,0.4166666666666667,normal
464,464.0,9,649.0,92278.66666666667,5841,4,9,0.8888888888888888,0.1111111111111111,0.0,0.3333333333333333,normal
465,465.0,8,616.875,68802.359375,4935,3,8,0.875,0.0,0.125,0.25,normal
466,466.0,12,700.8333333333334,141605.97222222222,8410,4,11,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,normal
467,467.0,7,534.0,205623.14285714287,3738,4,6,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,normal
468,468.0,12,639.4166666666666,139444.0763888889,7673,6,11,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.16666666666666666,normal
469,469.0,8,429.5,102184.75,3436,5,8,0.875,0.125,0.0,0.5,normal
470,470.0,8,473.875,90913.859375,3791,3,7,1.0,0.0,0.0,0.375,normal
471,471.0,4,437.0,60146.0,1748,3,4,1.0,0.0,0.0,0.25,normal
472,472.0,11,692.7272727272727,172429.28925619836,7620,3,10,0.8181818181818182,0.18181818181818182,0.0,0.36363636363636365,normal
473,473.0,5,490.0,85042.0,2450,3,5,0.8,0.2,0.0,0.2,normal
474,474.0,13,306.46153846153845,65941.01775147929,3984,4,12,0.7692307692307693,0.23076923076923078,0.0,0.15384615384615385,normal
475,475.0,7,621.5714285714286,217647.95918367346,4351,4,7,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285,normal
476,476.0,10,616.3,169711.21,6163,5,9,0.8,0.1,0.1,0.0,normal
477,477.0,8,362.375,80911.984375,2899,4,7,0.875,0.125,0.0,0.125,normal
478,478.0,3,449.6666666666667,71084.22222222222,1349,1,3,1.0,0.0,0.0,0.3333333333333333,normal
479,479.0,9,504.77777777777777,129472.61728395063,4543,6,9,0.7777777777777778,0.0,0.2222222222222222,0.2222222222222222,normal
480,480.0,4,349.25,194349.6875,1397,1,4,0.25,0.75,0.0,0.0,normal
481,481.0,10,491.8,114612.76000000001,4918,4,9,0.9,0.1,0.0,0.3,normal
482,482.0,9,659.5555555555555,134810.02469135803,5936,4,8,0.8888888888888888,0.1111111111111111,0.0,0.3333333333333333,normal
483,483.0,7,746.0,114293.42857142857,5222,2,7,0.8571428571428571,0.14285714285714285,0.0,0.5714285714285714,normal
484,484.0,9,757.7777777777778,119198.39506172838,6820,5,9,0.8888888888888888,0.1111111111111111,0.0,0.3333333333333333,normal
485,485.0,15,618.1333333333333,152511.98222222223,9272,5,15,0.9333333333333333,0.06666666666666667,0.0,0.4,normal
486,486.0,9,738.2222222222222,233837.950617284,6644,4,8,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,normal
487,487.0,9,230.66666666666666,72405.33333333334,2076,3,9,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0,normal
488,488.0,10,609.0,129210.4,6090,5,9,1.0,0.0,0.0,0.1,normal
489,489.0,10,423.9,134179.89,4239,4,10,0.8,0.2,0.0,0.0,normal
490,490.0,11,675.8181818181819,58844.51239669421,7434,4,10,1.0,0.0,0.0,0.36363636363636365,normal
491,491.0,11,438.09090909090907,143444.44628099177,4819,4,10,0.8181818181818182,0.18181818181818182,0.0,0.18181818181818182,normal
492,492.0,3,460.3333333333333,186457.5555555556,1381,3,3,0.6666666666666666,0.0,0.3333333333333333,0.0,normal
493,493.0,7,767.2857142857143,113967.0612244898,5371,5,6,0.8571428571428571,0.14285714285714285,0.0,0.2857142857142857,normal
494,494.0,7,338.7142857142857,117649.63265306121,2371,5,7,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.42857142857142855,normal
495,495.0,8,488.25,106134.9375,3906,3,8,0.875,0.125,0.0,0.5,normal
496,496.0,6,408.6666666666667,122308.55555555555,2452,2,6,1.0,0.0,0.0,0.3333333333333333,normal
497,497.0,3,706.0,224284.66666666666,2118,3,3,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,normal
498,498.0,11,450.27272727272725,85368.74380165289,4953,4,11,0.9090909090909091,0.09090909090909091,0.0,0.5454545454545454,normal
499,499.0,10,537.8,197941.76,5378,6,9,0.8,0.1,0.1,0.3,normal
